airbnb score,traffic convinence,overall score,crime
0.9936842105263158,0.4228855721393035,0.8201418696740826,17
0.9178947368421051,0.5621890547263682,0.8332544937350597,18
0.9494736842105262,0.5373134328358209,0.8251966519727347,21
0.9936842105263158,0.5970149253731343,0.8625124510427304,15
0.9473684210526315,0.6169154228855721,0.8540108254208755,17
0,0.6567164179104478,0.6244527361949855,19
0,0.4427860696517413,0.5806450845921686,12
0.8210526315789474,0.5124378109452736,0.7997248300988995,12
0,0.47761194029850745,0.5227080033739313,49
0.9242105263157895,0.1791044776119403,0.7100820426785641,30
0.9347368421052631,0.16417910447761194,0.7100471403726045,30
0.9263157894736842,0.3582089552238806,0.7471107047678843,32
0.9936842105263158,0.3034825870646766,0.76094004439579,17
0.9810526315789473,0.6119402985074627,0.7558623203909504,68
0.9263157894736842,0.5522388059701493,0.7697432706250988,41
0.9810526315789473,0.4577114427860697,0.7690678867025759,40
0.9642105263157894,0.681592039800995,0.798702557892135,51
0,0.31840796019900497,0.5065665321504478,32
0.7136842105263158,0.582089552238806,0.7213790233095135,44
0.9263157894736842,0.3333333333333333,0.7374595488556183,36
0.8526315789473684,0.2736318407960199,0.7150629415854803,31
0.8989473684210527,0.4925373134328358,0.7439010521288079,52
0.823157894736842,0.42786069651741293,0.7221530219380095,43
0,0.48258706467661694,0.5116928624899321,53
0.9347368421052631,0.27860696517412936,0.7417025662341765,23
0,0.3582089552238806,0.5128627182535558,35
0.9473684210526315,0.5870646766169154,0.743737248443002,69
0.9831578947368421,0.5870646766169154,0.7472098934537249,71
0.9936842105263158,0.1791044776119403,0.7378088718078694,23
0.9642105263157894,0.43781094527363185,0.7768276683039166,26
0.9473684210526315,0.0845771144278607,0.724925149425467,1
0.8926315789473684,0.4626865671641791,0.7520337475847113,35
0,0.417910447761194,0.5280408699336159,30
0.9284210526315788,0.1890547263681592,0.7089786607347417,33
0.9810526315789473,0.2835820895522388,0.7563657441420484,13
0.903157894736842,0.35323383084577115,0.7615106261204193,19
0,0.25870646766169153,0.5074046612126141,19
0.9768421052631578,0.1791044776119403,0.7158763357145937,37
0.9473684210526315,0.35323383084577115,0.7432889273302349,40
0.9326315789473684,0.5920398009950248,0.7463772611865919,75
0.4421052631578947,0.5621890547263682,0.6576067741094884,36
0,0.5472636815920398,0.5338638895866356,41
0,0.5870646766169154,0.5358070209051321,50
0.9873684210526316,0.34328358208955223,0.7676553324065363,26
0.903157894736842,0.6069651741293532,0.7344216873161309,68
0.9578947368421052,0.6417910447761194,0.7861593229831184,52
0.9473684210526315,0.6218905472636815,0.7812857772397896,50
0.9515789473684211,0.4527363184079602,0.765165146776752,34
0.854736842105263,0.5422885572139303,0.7489827843545999,40
0.9284210526315788,0.6368159203980099,0.7428882593099752,70
0.8863157894736841,0.42786069651741293,0.7488305167102218,27
0,0.3781094527363184,0.5213824229062721,23
0.9326315789473684,0.47761194029850745,0.7608697934530984,40
0.9368421052631579,0.18407960199004975,0.7276223966475158,15
0,0.29850746268656714,0.49757301222281736,37
0.9515789473684211,0.07960199004975124,0.7444759866380777,2
1,0.31343283582089554,0.761090832374727,26
0.8926315789473684,0.24875621890547264,0.7101826373598369,37
0.8842105263157894,0.30845771144278605,0.7220453068784343,37
0,0.24378109452736318,0.4966033371007434,25
0.9284210526315788,0.5223880597014925,0.7456564221561833,46
0.9747368421052631,0.22885572139303484,0.7313076441240315,26
0.9178947368421051,0.5124378109452736,0.7558989290444756,46
0.8736842105263158,0.3283582089552239,0.7298464174086249,27
0.9810526315789473,0.34328358208955223,0.7561738922953156,33
0.871578947368421,0.15920398009950248,0.69461806270952,27
1,0.2736318407960199,0.7405746089497242,40
0.9936842105263158,0.15422885572139303,0.7453594442772312,9
0.9747368421052631,0.5572139303482587,0.7768645568704036,48
0.8736842105263158,0.1791044776119403,0.6956711043005908,32
0.8863157894736841,0.21393034825870647,0.7131708878080996,24
0.9936842105263158,0.3383084577114428,0.755168973025469,37
0.9621052631578948,0.2835820895522388,0.7521996331101034,18
0.9473684210526315,0.3383084577114428,0.7447986188212853,35
0.8631578947368421,0.5771144278606966,0.7620476598431605,39
1,0.3383084577114428,0.7765385302028891,20
0.8357894736842106,0.21890547263681592,0.7073784292863999,17
0.8736842105263158,0.21890547263681592,0.7209296772652798,13
0.9157894736842105,0.5373134328358209,0.770539629914452,33
0.903157894736842,0.3880597014925373,0.7446095695140236,33
0.9221052631578947,0.29850746268656714,0.7412153374789235,21
0.9473684210526315,0.22885572139303484,0.717927233986835,39
0.9936842105263158,0.417910447761194,0.7715148773707239,34
0.9768421052631578,0.5522388059701493,0.7882352592349081,36
0.9873684210526316,0.24875621890547264,0.7338668478861526,37
0.9473684210526315,0.48756218905472637,0.7707858868952614,30
0,0.27860696517412936,0.49533258946527653,36
0.8378947368421052,0.26865671641791045,0.7167838371599373,21
0.9747368421052631,0.2835820895522388,0.7510712259901657,23
0.9389473684210525,0.13930348258706468,0.714594098969948,20
0.9578947368421052,0.5223880597014925,0.7746237194765524,36
0.7452631578947368,0.2885572139303483,0.6913596009142212,30
0.9473684210526315,0.417910447761194,0.7606789379439048,26
0,0.417910447761194,0.5193903759231514,37
0.9221052631578947,0.21393034825870647,0.7120960821685683,28
0,0.14925373134328357,0.4770067407619246,26
0.9452631578947368,0.5920398009950248,0.7826737829445461,41
0.9473684210526315,0.2537313432835821,0.7314948699299719,32
0,0.43781094527363185,0.5296423537503152,26
0.9326315789473684,0.5472636815920398,0.7340940588999261,77
0.968421052631579,0.21890547263681592,0.7307998534277657,22
0.9810526315789473,0.4925373134328358,0.7757517056781108,37
0.9347368421052631,0.417910447761194,0.7643941196058391,27
1,0.47761194029850745,0.7552727313939276,57
0.9473684210526315,0.4527363184079602,0.7600646478750862,37
0,0.4228855721393035,0.5268050384880271,30
0.9473684210526315,0.2736318407960199,0.7378891019374818,31
0.9642105263157894,0.24875621890547264,0.7339362591407372,34
0.7305263157894737,0.6766169154228856,0.7111912124680205,80
0.6105263157894737,0.13930348258706468,0.6395938941327995,15
0.8694736842105263,0.1691542288557214,0.6881833420964568,35
0.9473684210526315,0.4427860696517413,0.7702647769137557,19
0.7263157894736842,0.47761194029850745,0.6949360088197448,44
0.968421052631579,0.38308457711442784,0.7722217683720369,26
0.9473684210526315,0.13432835820895522,0.7571049470989313,2
0.9810526315789473,0.17412935323383086,0.7174645456296188,35
0.9157894736842105,0.5174129353233831,0.7488601041858816,34
0.9873684210526316,0.29850746268656714,0.747591099220873,33
0.8484210526315789,0.3034825870646766,0.7123186787795321,35
0.9705263157894736,0.39800995024875624,0.7895786084222147,16
0,0.31343283582089554,0.5029461633385565,35
0.911578947368421,0.208955223880597,0.7090487562170712,36
0.9747368421052631,0.5920398009950248,0.7466392094985125,71
0.9221052631578947,0.1791044776119403,0.7146510630687031,25
0.9473684210526315,0.19402985074626866,0.7134551755697554,37
0.9473684210526315,0.23383084577114427,0.7296147540274796,21
0.9094736842105263,0.25870646766169153,0.7356627619805481,18
0.9747368421052631,0.417910447761194,0.7639642661647696,36
0,0.42786069651741293,0.5257824727061976,23
0.9873684210526316,0.3383084577114428,0.7538400194233018,36
0.9473684210526315,0.3034825870646766,0.7310729484055423,42
0.9810526315789473,0.17412935323383086,0.7219129442061313,30
0.9936842105263158,0.43781094527363185,0.7755508703584755,31
0.9557894736842105,0.6169154228855721,0.7499468861565163,68
0.8736842105263158,0.6019900497512438,0.7614483190913113,46
0.8,0.30845771144278605,0.7172964842051199,22
0.9473684210526315,0.5522388059701493,0.7747635351062435,39
0.9473684210526315,0.2835820895522388,0.7482745020097819,16
0,0.1791044776119403,0.47251472470542233,33
0.8442105263157893,0.6169154228855721,0.7340510874790985,71
0.903157894736842,0.4129353233830846,0.747565593878621,29
0,0.5621890547263682,0.5030387743025502,69
0.9094736842105263,0.5870646766169154,0.7719367668598998,41
0.9768421052631578,0.39800995024875624,0.7911575557906358,16
0.9157894736842105,0.263681592039801,0.7359287034854964,20
0.9221052631578947,0.43781094527363185,0.7585213414565208,29
0.8989473684210527,0.19402985074626866,0.7012698384813446,37
0.9473684210526315,0.16417910447761194,0.7310171535364212,12
0.9810526315789473,0.5920398009950248,0.7853706124699111,50
0.8105263157894737,0.2736318407960199,0.6959249376810424,37
0.9578947368421052,0.39303482587064675,0.7645442994434234,28
0.8947368421052632,0.39800995024875624,0.7351116154618826,35
0.9873684210526316,0.16417910447761194,0.7232050351094466,30
0.968421052631579,0.1890547263681592,0.7192200500128971,33
0.9810526315789473,0.4527363184079602,0.7763391022137331,37
0.9284210526315788,0.208955223880597,0.7088909578868643,41
0.8,0.27860696517412936,0.706032057677679,21
0.8631578947368421,0.5223880597014925,0.7115662420216461,76
0.9747368421052631,0.15422885572139303,0.7219347323827677,26
0,0.38308457711442784,0.5173544128497993,33
0.9473684210526315,0.5174129353233831,0.7555615292631621,53
0.9473684210526315,0.582089552238806,0.7878960535494814,37
0.9410526315789475,0.4577114427860697,0.767203974465241,38
1,0.2835820895522388,0.7459987331547173,36
0.9515789473684211,0.24875621890547264,0.7358677262623359,24
0,0.4079601990049751,0.5295527964531133,26
0.9705263157894736,0.4577114427860697,0.7757490245951274,26
0.8589473684210526,0.19402985074626866,0.6951259001597149,31
0.9452631578947368,0.7064676616915423,0.7757687643057102,72
0,0.208955223880597,0.4785650541595746,39
0.9389473684210525,0.42786069651741293,0.7567585514761129,32
0.9810526315789473,0.3383084577114428,0.7608036228339052,25
0.9242105263157895,0.3880597014925373,0.7502100143035113,33
0.9473684210526315,0.5124378109452736,0.7559976543202541,53
0.903157894736842,0.6517412935323383,0.7786457525761415,48
0.9810526315789473,0.23880597014925373,0.7375002283229808,23
0.9873684210526316,0.527363184079602,0.7451734151576892,75
0.968421052631579,0.472636815920398,0.7577220928042329,52
0.9473684210526315,0.42786069651741293,0.7649267834486237,34
0.9473684210526315,0.42786069651741293,0.7679586198436591,30
0.9747368421052631,0.1890547263681592,0.7231097147539236,33
0.8989473684210527,0.18407960199004975,0.699642035171716,35
0,0.6019900497512438,0.508111600307159,68
0.9347368421052631,0.17412935323383086,0.7070214419548927,35
1,0.373134328358209,0.7635527003199086,37
0.9263157894736842,0.21393034825870647,0.7130870681226119,37
0,0.4527363184079602,0.5297913097641938,29
0,0.22885572139303484,0.5421915213693393,2
0,0.13432835820895522,0.49728278027548634,4
0.9473684210526315,0.5323383084577115,0.7784508774903804,34
0.968421052631579,0.21393034825870647,0.7242179940414233,28
0.9284210526315788,0.32338308457711445,0.7603637290269393,19
0.9452631578947368,0.2935323383084577,0.7553733306876358,20
0.9473684210526315,0.3482587064676617,0.7513895047413249,28
1,0.31840796019900497,0.7485713287237676,41
0.8294736842105263,0.5373134328358209,0.7466622555131714,38
0.8694736842105263,0.1691542288557214,0.6909950668388936,32
0.9284210526315788,0.43283582089552236,0.758796174465762,32
0.968421052631579,0.43781094527363185,0.7717399944961969,35
0.8842105263157894,0.4129353233830846,0.7498065357364276,29
0.7789473684210526,0.34328358208955223,0.7299561487015492,21
0,0.47761194029850745,0.5168606107408654,52
0.8147368421052632,0.4925373134328358,0.7393364365428626,32
0.9473684210526315,0.3482587064676617,0.752135341831,28
0,0.14427860696517414,0.4915005316505513,12
0,0.2885572139303483,0.5102923698288773,16
0.9389473684210525,0.3582089552238806,0.7481302939546497,34
0.9221052631578947,0.27860696517412936,0.7410001625752036,13
1,0.48258706467661694,0.7581341436287221,57
0.9347368421052631,0.582089552238806,0.7819689484623095,40
0.7578947368421053,0.3482587064676617,0.7074556843552513,24
0.9873684210526316,0.19900497512437812,0.7265895068361005,31
0.9810526315789473,0.3681592039800995,0.7600919016772811,32
0.9642105263157894,0.48756218905472637,0.7586433214627656,50
0.9873684210526316,0.1791044776119403,0.7193975943772647,36
0.9810526315789473,0.47761194029850745,0.7571250948259056,38
0.8273684210526315,0.25870646766169153,0.7116646960235141,21
0.9747368421052631,0.22885572139303484,0.7295282846934265,28
0.7789473684210526,0.582089552238806,0.6944811111186392,71
0.6105263157894737,0.3283582089552239,0.6564996165345979,21
0.9368421052631579,0.29850746268656714,0.7527324891936633,22
0,0.26865671641791045,0.48656078554574145,41
0.968421052631579,0.4527363184079602,0.7504173337623342,35
0.9094736842105263,0.5174129353233831,0.7562299092918284,41
0.9515789473684211,0.17412935323383086,0.7083167651463822,37
0.9473684210526315,0.5920398009950248,0.7763531924825428,50
0.9873684210526316,0.1791044776119403,0.7196437583556571,37
0.9473684210526315,0.39303482587064675,0.7763305835626136,22
0.9473684210526315,0.5024875621890548,0.7506055918886628,50
0.9747368421052631,0.23383084577114427,0.7459355265556684,18
0.9557894736842105,0.3880597014925373,0.7636638822747248,27
0.9473684210526315,0.3283582089552239,0.7492465378477677,26
0.9473684210526315,0.2736318407960199,0.7893379767679409,3
0.8989473684210527,0.44776119402985076,0.7570229446474745,28
0,0.3283582089552239,0.5077704501607869,32
0.9810526315789473,0.39800995024875624,0.792210187369583,16
0.8863157894736841,0.1691542288557214,0.6965166191633296,33
0.7789473684210526,0.417910447761194,0.7233657944967097,30
0.8210526315789474,0.527363184079602,0.7472654266507337,33
0.968421052631579,0.4925373134328358,0.7542801833183552,58
0.9873684210526316,0.4079601990049751,0.764401087814016,37
0.9873684210526316,0.1691542288557214,0.7169100321882099,36
0.9515789473684211,0.15422885572139303,0.7229860335286864,22
0.8926315789473684,0.12437810945273632,0.7193763983624755,2
0.9642105263157894,0.42786069651741293,0.7978807702487305,15
0.9621052631578948,0.43781094527363185,0.7676316617412186,30
0.9599999999999999,0.39303482587064675,0.7665504700429225,27
0,0.48756218905472637,0.513826323299762,52
0.9936842105263158,0.2935323383084577,0.7663852072116222,21
0.9473684210526315,0.1791044776119403,0.7257096384579187,24
0,0.43283582089552236,0.5285738961403811,28
1,0.5771144278606966,0.7997620532920547,37
0.9157894736842105,0.10945273631840796,0.7210102792853924,3
0.9536842105263157,0.39303482587064675,0.7572960285816183,27
0.9473684210526315,0.2736318407960199,0.7453960393070962,21
0.9473684210526315,0.43781094527363185,0.7667821557394385,25
0,0.4925373134328358,0.5332958010943052,33
0.9410526315789475,0.16417910447761194,0.7116260877410255,30
0,0.208955223880597,0.4817586295043037,27
0.8968421052631578,0.24875621890547264,0.7134375582459908,35
0.9221052631578947,0.3681592039800995,0.7462521617603801,21
0.9747368421052631,0.20398009950248755,0.7343394995707723,28
0.9473684210526315,0.44776119402985076,0.760138552818426,40
0.9642105263157894,0.6119402985074627,0.751360995967006,68
0.9221052631578947,0.13930348258706468,0.730284301919506,3
0.968421052631579,0.21890547263681592,0.7248571650066129,37
0.8421052631578947,0.4626865671641791,0.7462550726722735,22
0,0.6069651741293532,0.5187315342804915,73
0.9810526315789473,0.5920398009950248,0.7500437701575636,68
0.9705263157894736,0.1791044776119403,0.7154033112039913,36
0.9621052631578948,0.3383084577114428,0.7568424617964928,21
0.9473684210526315,0.14925373134328357,0.7218559634628049,17
0,0.5870646766169154,0.538863673480647,50
0.9242105263157895,0.263681592039801,0.7217641980453392,37
0.9515789473684211,0.3034825870646766,0.755055135532719,23
0.9936842105263158,0.14925373134328357,0.7307658716853185,20
0.9873684210526316,0.4527363184079602,0.7726353369098031,36
0.8526315789473684,0.48756218905472637,0.7430275937614188,34
0.9347368421052631,0.4079601990049751,0.7569253421269962,21
0.9578947368421052,0.1791044776119403,0.720282454740748,28
0.9473684210526315,0.34328358208955223,0.7415942949498582,21
0.84,0.14427860696517414,0.7076831873011385,6
0.9873684210526316,0.14427860696517414,0.7496232319183226,1
0.9473684210526315,0.5870646766169154,0.7470736391922289,63
0,0.6218905472636815,0.5444436719766318,50
0.9936842105263158,0.1691542288557214,0.7187351435350234,37
0.968421052631579,0.39303482587064675,0.7679732449874414,30
0.9452631578947368,0.46766169154228854,0.7658133931856373,35
0,0.21393034825870647,0.49859580439326595,16
0.9368421052631579,0.4079601990049751,0.7618522475811274,29
0,0.26865671641791045,0.50184563319317,24
0.968421052631579,0.23383084577114427,0.7328028068972148,32
0.9810526315789473,0.5024875621890548,0.7639161519162297,53
0.903157894736842,0.3482587064676617,0.7412265528776801,27
0.8631578947368421,0.4129353233830846,0.735901676598705,38
0.7684210526315789,0.46766169154228854,0.716925399305723,37
0.9621052631578948,0.2935323383084577,0.7511781818367376,16
0.9473684210526315,0.6119402985074627,0.7568174206381768,73
0.8947368421052632,0.5223880597014925,0.7574888326439562,37
0.9936842105263158,0.15920398009950248,0.7370982210900057,19
0,0.3781094527363184,0.5209438538886686,26
0.9473684210526315,0.19402985074626866,0.7244125331845928,29
0.9473684210526315,0.4427860696517413,0.7662047541474953,28
0.888421052631579,0.31840796019900497,0.7241399892090704,37
0.9473684210526315,0.48258706467661694,0.7644175632399033,38
0.9473684210526315,0.5870646766169154,0.7765954584591074,49
0.9473684210526315,0.43283582089552236,0.7669249623170873,31
0.9473684210526315,0.5771144278606966,0.7467691821338454,62
0,0.263681592039801,0.4844273247359116,42
0.9578947368421052,0.4925373134328358,0.7708519117092028,36
0.9578947368421052,0.24875621890547264,0.7355712767897333,24
0.9557894736842105,0.20398009950248755,0.7146200706753021,41
0,0.24378109452736318,0.5038491985031048,19
0,0.5472636815920398,0.525596062901388,36
0.7157894736842105,0.25870646766169153,0.6863520296336666,19
1,0.417910447761194,0.7674419083334476,36
0.9263157894736842,0.4079601990049751,0.7518154487151335,37
0.8526315789473684,0.373134328358209,0.7265444471185243,29
0.9747368421052631,0.4427860696517413,0.7732176379910238,29
0.9368421052631579,0.44776119402985076,0.7623186957291174,32
0.9747368421052631,0.48258706467661694,0.755010569121407,40
0.9010526315789473,0.472636815920398,0.7580436699730628,41
0.9642105263157894,0.527363184079602,0.7637040628229967,47
0.9936842105263158,0.4925373134328358,0.7663658438946221,51
0.9747368421052631,0.23880597014925373,0.7368109606698623,22
0.9473684210526315,0.16417910447761194,0.7181251889741078,24
0.6736842105263158,0.40298507462686567,0.7149047834447169,22
0.9368421052631579,0.263681592039801,0.7192395563423575,42
0.9642105263157894,0.2537313432835821,0.743248803297891,16
0,0.4129353233830846,0.5212583805557535,37
0.968421052631579,0.1691542288557214,0.7189724880385832,30
0.6842105263157895,0.3582089552238806,0.6844460834283339,34
0.9473684210526315,0.5074626865671642,0.7690178895199365,37
0.9873684210526316,0.6169154228855721,0.7900575257924789,51
0.7473684210526316,0.24378109452736318,0.6838816756471392,19
0.9873684210526316,0.4427860696517413,0.7526666136785427,35
0.8631578947368421,0.4527363184079602,0.7408529370594292,44
0,0.4527363184079602,0.5290573298047219,32
0,0.4577114427860697,0.5254826629911209,40
0.9642105263157894,0.5223880597014925,0.7660883568060597,46
0.8442105263157893,0.23880597014925373,0.7145477287028273,18
0.9642105263157894,0.48756218905472637,0.7545124509838685,39
0.9810526315789473,0.2835820895522388,0.7438019423422111,35
0.9431578947368421,0.36318407960199006,0.7504267066281245,34
1,0.22388059701492538,0.7429541257211744,18
0.9368421052631579,0.27860696517412936,0.7363978455002524,23
0.9810526315789473,0.1791044776119403,0.7278512878555635,26
0.8505263157894737,0.263681592039801,0.7000793349046112,40
0.8526315789473684,0.3482587064676617,0.7284708557356596,27
0.9326315789473684,0.48756218905472637,0.7480158025658317,52
0.9642105263157894,0.2736318407960199,0.7462033278664361,22
0,0.7412935323383084,0.5628783863569726,70
0,0.7213930348258707,0.5714749813169486,54
0,0.7263681592039801,0.5763902572113201,44
0.8736842105263158,0.7213930348258707,0.7709376459375661,76
0.6463157894736842,0.8557213930348259,0.729024973939596,67
0.9473684210526315,0.7860696517412935,0.7892205211729647,71
0.9473684210526315,0.7412935323383084,0.800231523469827,70
0.8294736842105263,0.7313432835820896,0.7706543505540744,69
0,0.8258706467661692,0.5603189128862609,72
0,0.6567164179104478,0.5769062420021794,35
0.8821052631578947,0.6268656716417911,0.8027154309021725,25
0.9157894736842105,0.6119402985074627,0.7981347839642732,34
0,0.7064676616915423,0.5775075871506992,46
0.8757894736842105,0.8258706467661692,0.7989805925789769,61
0,0.6417910447761194,0.5563065468276249,44
0.7978947368421052,0.6368159203980099,0.7682845962205433,38
0,0.7064676616915423,0.5721384722178562,42
0.9347368421052631,0.6865671641791045,0.812630582339412,39
0,0.8059701492537313,0.5663493036406393,70
0.9936842105263158,0.5422885572139303,0.7975474832263268,27
0.9347368421052631,0.7164179104477612,0.814423367455059,44
0.8442105263157893,0.7562189054726368,0.7767726815041995,71
0.8210526315789474,0.7512437810945274,0.7697394267254617,71
0.9221052631578947,0.6716417910447762,0.7936433075951761,50
0.7368421052631579,0.7761194029850746,0.7528339751577586,64
0,0.6865671641791045,0.5706055799309783,46
0.8210526315789474,0.6716417910447762,0.7803590755825497,39
0.9473684210526315,0.6965174129353234,0.8098184943703723,47
0.8273684210526315,0.6567164179104478,0.7616567166021571,49
0,0.8059701492537313,0.5737529273978583,73
0.8505263157894737,0.5870646766169154,0.7969936511534769,13
0.7831578947368422,0.6417910447761194,0.7693307740141229,35
0.8926315789473684,0.6218905472636815,0.781348312930559,38
0.968421052631579,0.8407960199004975,0.8084795449301616,65
0.7368421052631579,0.7960199004975125,0.7517239078776126,73
0.9389473684210525,0.7810945273631841,0.7896123976377882,71
0,0.6567164179104478,0.5680623410057843,44
0.9578947368421052,0.6069651741293532,0.8147818469201925,27
0.8252631578947369,0.6766169154228856,0.771581882625749,51
0.8610526315789473,0.6716417910447762,0.7796540157648759,51
0.856842105263158,0.7810945273631841,0.7688493424301495,71
0.871578947368421,0.5671641791044776,0.7939366171709006,15
0,0.7263681592039801,0.5810069038910137,46
0,0.7313432835820896,0.5730728637907009,55
0,0.8009950248756219,0.5710451275688433,75
0.9578947368421052,0.6119402985074627,0.8233699396777321,20
0,0.8308457711442786,0.5812560761701548,65
0.8463157894736842,0.746268656716418,0.7739217553893161,72
0.6210526315789474,0.746268656716418,0.7218770155909521,68
0,0.5373134328358209,0.5723795770775271,12
0.823157894736842,0.7313432835820896,0.786199627501466,48
0,0.7512437810945274,0.5621713649330716,67
0,0.7711442786069652,0.5667799088709138,74
0.8736842105263158,0.7313432835820896,0.7802125883644959,69
0,0.7661691542288557,0.5664282526837019,73
0.8926315789473684,0.6318407960199005,0.795503824525913,34
0,0.7661691542288557,0.5664258074916889,73
0.9747368421052631,0.6666666666666666,0.7991191395362816,51
0.9157894736842105,0.6069651741293532,0.8173021719036052,14
0,0.8009950248756219,0.5612170149089153,65
0.8631578947368421,0.5124378109452736,0.7762659399569147,11
0.7368421052631579,0.8656716417910447,0.7417330384142681,66
0.9157894736842105,0.7114427860696517,0.8014479092238467,44
0.7684210526315789,0.582089552238806,0.7743338745541732,14
0.9368421052631579,0.7213930348258707,0.8093996008640209,45
0,0.7761194029850746,0.5677421325647921,68
0,0.5572139303482587,0.5842934962255557,6
0,0.6069651741293532,0.5826778059767928,20
0.9326315789473684,0.8855721393034826,0.797124477693483,66
0.4,0.746268656716418,0.6619637087889438,72
0.8273684210526315,0.7164179104477612,0.7804701339359696,44
0,0.736318407960199,0.5836992492438153,46
0,0.8208955223880597,0.5691722370692234,69
0.854736842105263,0.572139303482587,0.7942832811498945,13
0.9473684210526315,0.6318407960199005,0.8100397027121427,34
0.968421052631579,0.5522388059701493,0.7936036051786245,27
0,0.681592039800995,0.5665760066777248,50
0.9557894736842105,0.7860696517412935,0.8092240121320979,64
0,0.835820895522388,0.5649981927404217,67
0,0.7114427860696517,0.5680977394125915,55
0.9473684210526315,0.8407960199004975,0.821199006179948,68
0,0.7263681592039801,0.581328755389681,46
0,0.7313432835820896,0.5843925584732182,44
0.9347368421052631,0.6318407960199005,0.7855895303564728,46
0.9473684210526315,0.6567164179104478,0.7906791517993714,50
0.9347368421052631,0.5074626865671642,0.7942207503355307,11
0,0.6467661691542289,0.5730440684618424,37
0,0.6069651741293532,0.5600216596316308,33
0.8,0.6666666666666666,0.7700547931990631,44
0.8105263157894737,0.7014925373134329,0.77685174914911,47
0.856842105263158,0.7064676616915423,0.790038656869448,42
0,0.7213930348258707,0.5814936784884497,46
0.7200000000000001,0.7114427860696517,0.7506048881476793,46
0.8210526315789474,0.8059701492537313,0.756528490419751,76
0.871578947368421,0.572139303482587,0.797382669732269,14
0.9473684210526315,0.746268656716418,0.8020493643628526,69
0.9473684210526315,0.681592039800995,0.8034181119408826,50
0.903157894736842,0.7263681592039801,0.8090161928020085,44
0.8,0.7263681592039801,0.7842841412894778,44
0,0.7164179104477612,0.5807963986782227,45
0.8842105263157894,0.5621890547263682,0.8025690091587094,10
0,0.7661691542288557,0.5654098546933093,74
0.9515789473684211,0.7014925373134329,0.813081647485439,47
0.7031578947368421,0.8805970149253731,0.7520075240641423,72
0.8842105263157894,0.8258706467661692,0.7813715444652083,72
0.9242105263157895,0.6666666666666666,0.7941431998277182,49
0.623157894736842,0.6019900497512438,0.739253920555585,18
0.9578947368421052,0.7910447761194029,0.7923399807836552,72
0,0.8805970149253731,0.5814447027389165,74
0.8294736842105263,0.7064676616915423,0.7805263133162769,46
0.8631578947368421,0.6517412935323383,0.7897529609728741,37
0.9810526315789473,0.7711442786069652,0.8058384972115544,75
0,0.746268656716418,0.5652072590996948,69
